Prev_start_date,Prev_expiry_date,New_drop_date,CnAdrPrf_ZIP,CnAttrCat_1_01_Comments,CnAttrCat_2_01_Comments,CnAttrCat_4_01_Description,CnAttrCat_5_01_Description,CnBio_Age,CnBio_Constit_Code,CnBio_ID,CnBio_Import_ID,CnMem_1_01_Consecutive_Years,CnMem_1_01_Cur_Category_description,CnMem_1_01_Cur_Expires_on,CnMem_1_01_Date_Joined,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Standing,Number_of_Records
,,,60559,,,,,74,Individuals,221707,01894-593-0000245305,1,2 YR Morton 2,10/31/15,10/21/13,,Active,1
,,,60426,,,,,,Individuals,221724,01894-593-0000245339,1,Morton 1,11/30/15,10/21/13,,Active,1
,,,60148-2937,,,,,73,Individuals,221736,01894-593-0000245372,1,2 YR Morton 2,10/31/15,10/21/13,,Active,1
,,,60108,,,,,67,Individuals,221581,01894-593-0000245038,1,2 YR Morton 2,10/31/15,10/21/13,,Active,1
,,,60053,,,,,70,Individuals,221751,01894-593-0000245403,1,2 YR Morton 1,10/31/15,10/21/13,,Active,1
,,,60429-1032,,,,,63,Individuals,221932,01894-593-0000245804,1,2 YR Morton 2,10/31/15,10/21/13,,Active,1
,,,60056,,,,,,Individuals,221645,01894-593-0000245168,1,Morton 6,11/30/14,10/21/13,,Active,1
,,,60181,,,,,,Individuals,221680,01894-593-0000245235,1,2 YR Morton 4,10/31/16,10/22/13,,Active,1
,,,60126-3905,,,,,,Individuals,221862,01894-593-0000245655,1,Morton 6,11/30/15,10/23/13,,Active,1
,,,60067,,,,,,Individuals,222084,01894-593-0000246122,1,Morton 1,10/31/15,10/23/13,,Active,1
,,,60555,,,,,54,Individuals,222035,01894-593-0000246022,1,2 YR Morton 1,10/31/16,10/25/13,,Active,1
,,,60108,,,,,30,Individuals,222103,01894-593-0000246173,1,Morton 1,10/31/15,10/25/13,,Active,1
,,,60124,,,,,40,Individuals,222127,01894-593-0000246224,1,Morton 4,10/31/15,10/26/13,,Active,1
,,,60542,,,,,,Individuals,222151,01894-593-0000246272,1,2 YR Morton 2,10/31/15,10/26/13,,Active,1
,,,60517,,,,,,Individuals,222160,01894-593-0000246291,1,2 YR Morton 4,10/31/16,10/27/13,,Active,1
,,,60622,,,,,,Individuals,222168,01894-593-0000246307,1,2 YR Morton 4,10/31/15,10/27/13,,Active,1
,,,60564-9797,,,,,,Individuals,222193,01894-593-0000246356,1,Morton 2,11/30/15,10/27/13,,Active,1
,,,60565,,,,,47,Individuals,222194,01894-593-0000246358,1,Morton 2,11/30/14,10/27/13,,Active,1
,,,60527,,,,,63,Individuals,222201,01894-593-0000246373,1,Morton 4,11/30/15,10/27/13,,Active,1
,,,60613,,,,,,Individuals,222202,01894-593-0000246375,1,Morton 4,11/30/14,10/27/13,,Active,1
,,,60302,,,,,,Individuals,222176,01894-593-0000246322,1,Morton 2,11/30/14,10/27/13,,Active,1
,,,60527,,,,,62,Individuals,222184,01894-593-0000246338,1,2 YR Morton 4,11/30/15,10/27/13,,Active,1
,,,60435,,,,,71,Individuals,222185,01894-593-0000246341,1,Morton 2,11/30/14,10/27/13,,Active,1
,,,60137,,,,,63,Individuals,221901,01894-593-0000245740,1,Morton 6,10/31/15,10/25/13,,Active,1
,,,60510,,,,,77,Individuals,222054,01894-593-0000246071,1,2 YR Morton 2,10/31/16,10/28/13,,Active,1
,,,60506,,,,,,Individuals,222217,01894-593-0000246406,1,Morton 2,10/31/15,10/29/13,,Active,1
,,,60172,,,,,,Individuals,222256,01894-593-0000246474,1,Morton 1,11/30/14,10/30/13,,Active,1
,,,60441,,,,,69,Individuals,222152,01894-593-0000246274,1,Morton 2,11/30/14,10/31/13,,Active,1
,,,60189,,,,,57,Individuals,222278,01894-593-0000246574,1,Morton 1,12/31/15,11/1/13,,Active,1
,,,60506-1674,,,,,,Individuals,222324,01894-593-0000246706,1,Morton 2,11/30/14,11/1/13,,Active,1
,,,60453-1327,,,,,,Individuals,222331,01894-593-0000246722,1,Morton 1,11/30/15,11/1/13,,Active,1
,,,60441,,,,,,Individuals,222284,01894-593-0000246605,1,Morton 1,11/30/14,11/2/13,,Active,1
,,,60542,,,,,41,Individuals,222325,01894-593-0000246708,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60614-2210,,,,,,Individuals,222333,01894-593-0000246726,1,Morton 1,11/30/14,11/2/13,,Active,1
,,,60516,,,,,,Individuals,222355,01894-593-0000246776,1,Morton 6,11/30/14,11/2/13,,Active,1
,,,60302,,,,,,Individuals,222381,01894-593-0000246840,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60148,,,,,,Individuals,222393,01894-593-0000246858,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60515,,,,,,Individuals,222399,01894-593-0000246873,1,Morton 6,11/30/14,11/3/13,,Active,1
,,,60558,,,,,49,Individuals,222400,01894-593-0000246875,1,Morton 6,11/30/14,11/3/13,,Active,1
,,,60525,,,,,,Individuals,222405,01894-593-0000246891,1,Morton 6,11/30/14,11/3/13,,Active,1
,,,60025,,,,,,Individuals,222406,01894-593-0000246893,1,Morton 6,11/30/14,11/3/13,,Active,1
,,,60516,,,,,,Individuals,222412,01894-593-0000246907,1,2 YR Morton 4,11/30/15,11/3/13,,Active,1
,,,60304,,,,,,Individuals,222433,01894-593-0000246959,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60305,,,,,,Individuals,222439,01894-593-0000246974,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60516,,,,,37,Individuals,222455,01894-593-0000247057,1,2 YR Morton 2,11/30/15,11/3/13,,Active,1
,,,60148,,,,,,Individuals,222457,01894-593-0000247060,1,2 YR Morton 2,11/30/15,11/3/13,,Active,1
,,,60532,,,,,,Individuals,222468,01894-593-0000247110,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60563,,,,,,Individuals,222485,01894-593-0000247140,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60450,,,,,59,Individuals,222486,01894-593-0000247142,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60526-5502,,,,,,Individuals,222502,01894-593-0000247176,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60555,,,,,,Individuals,222515,01894-593-0000247225,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60521,,,,,35,Individuals,222523,01894-593-0000247242,1,Morton 6,11/30/14,11/3/13,,Active,1
,,,60516,,,,,40,Individuals,222524,01894-593-0000247244,1,Morton 6,11/30/14,11/3/13,,Active,1
,,,60543,,,,,,Individuals,222531,01894-593-0000247257,1,2 YR Morton 2,11/30/15,11/3/13,,Active,1
,,,60491,,,,,50,Individuals,222533,01894-593-0000247260,1,2 YR Morton 2,11/30/15,11/3/13,,Active,1
,,,60614,,,,,,Individuals,222540,01894-593-0000247276,1,2 YR Morton 4,11/30/15,11/3/13,,Active,1
,,,60148-2025,,,,,,Individuals,222257,01894-593-0000246475,1,Morton 1,11/30/14,11/4/13,,Active,1
,,,60185,,,,,,Individuals,222314,01894-593-0000246691,1,Morton 2,11/30/14,11/4/13,,Active,1
,,,60540,,,,,,Individuals,222315,01894-593-0000246692,1,Morton 1,11/30/14,11/4/13,,Active,1
,,,60148,,,Recipient,,,Individuals,203766,01894-593-0000207667,2,Morton 4,4/30/15,12/20/11,,Active,1
,,,60559,,,Recipient,,58,Individuals,203082,01894-593-0000206412,2,2 YR Morton 2,4/30/16,11/28/11,,Active,1
,,,60187,,,Recipient,,32,Individuals,205424,01894-593-0000211158,2,Morton 4,4/30/15,3/22/12,,Active,1
,,,60608,,,Recipient,,35,Individuals,212801,01894-593-0000226545,1,Morton 4,1/31/15,11/26/12,,Active,1
,,,60137,,,,,43,Individuals,202036,01894-593-0000204349,3,2 YR Morton 2,11/30/15,10/15/11,,Active,1
,,,60525,,,,,75,Individuals,219589,01894-593-0000240927,1,2 YR Morton 2,8/31/15,8/4/13,,Active,1
,,,60544,,,,,23,Individuals,219451,01894-593-0000240654,1,Morton 6,8/31/15,8/5/13,,Active,1
,,,60441,,,,,59,Individuals,219450,01894-593-0000240629,1,Morton 2,9/30/15,8/6/13,,Active,1
,,,60148,,,,,66,Individuals,219478,01894-593-0000240704,1,Morton 1,8/31/15,8/6/13,,Active,1
,,,60657,,,,,,Individuals,219516,01894-593-0000240777,1,2 YR Morton 1,8/31/15,8/6/13,,Active,1
,,,60189,,,,,,Individuals,219522,01894-593-0000240786,1,Morton 2,9/30/15,8/6/13,,Active,1
,,,60526-5010,,,,,,Individuals,219560,01894-593-0000240863,1,2 YR Morton 1,9/30/16,8/6/13,,Active,1
,,,60185,,,,,,Individuals,219594,01894-593-0000240938,1,Morton 6,9/30/15,8/6/13,,Active,1
,,,60126,,,,,78,Individuals,219607,01894-593-0000240963,1,Morton 1,10/31/15,8/7/13,,Active,1
,,,60004,,,,,,Individuals,219616,01894-593-0000240979,1,Morton 2,9/30/15,8/7/13,,Active,1
,,,60559,,,,,,Individuals,219622,01894-593-0000240988,1,Morton 1,8/31/15,8/8/13,,Active,1
,,,60542-1631,,,,,,Individuals,219642,01894-593-0000241029,1,Morton 2,8/31/15,8/10/13,,Active,1
,,,60523,,,,,38,Individuals,219704,01894-593-0000241145,1,2 YR Morton 4,9/30/16,8/10/13,,Active,1
,,,60189,,,,,,Individuals,219705,01894-593-0000241147,1,2 YR Morton 2,8/31/16,8/10/13,,Active,1
,,,60175,,,,,,Individuals,219708,01894-593-0000241154,1,Morton 4,9/30/15,8/10/13,,Active,1
,,,60540,,,,,,Individuals,219740,01894-593-0000241215,1,2 YR Morton 4,8/31/15,8/10/13,,Active,1
,,,60643,,,,,,Individuals,219729,01894-593-0000241195,1,Morton 4,8/31/15,8/11/13,,Active,1
,,,60137,,,,,,Individuals,219753,01894-593-0000241238,1,Morton 4,9/30/15,8/11/13,,Active,1
,,,60137,,,,,,Individuals,219761,01894-593-0000241254,1,Morton 6,9/30/15,8/11/13,,Active,1
,,,60558,,,,,,Individuals,219770,01894-593-0000241272,1,2 YR Morton 2,8/31/15,8/11/13,,Active,1
,,,60525,,,,,36,Individuals,219779,01894-593-0000241288,1,Morton 4,8/31/15,8/11/13,,Active,1
,,,60610,,,,,,Individuals,219783,01894-593-0000241297,1,Morton 4,9/30/15,8/11/13,,Active,1
,,,60563,,,,,56,Individuals,219686,01894-593-0000241111,1,Morton 2,8/31/15,8/12/13,,Active,1
,,,60564,,,,,,Individuals,219769,01894-593-0000241270,1,Morton 6,9/30/15,8/12/13,,Active,1
,,,60077,,,,,,Individuals,219775,01894-593-0000241281,1,Morton 4,10/31/15,8/13/13,,Active,1
,,,60137,,,,,,Individuals,219773,01894-593-0000241279,1,Morton 4,9/30/15,8/13/13,,Active,1
,,,60565,,,,,,Individuals,219792,01894-593-0000241313,1,Morton 2,8/31/15,8/13/13,,Active,1
,,,60423,,,,,36,Individuals,219799,01894-593-0000241329,1,Morton 4,8/31/15,8/13/13,,Active,1
,,,60540,,,,,,Individuals,219837,01894-593-0000241404,1,Morton 4,9/30/15,8/14/13,,Active,1
,,,60305,,,,,44,Individuals,219867,01894-593-0000241472,1,2 YR Morton 1,8/31/16,8/15/13,,Active,1
,,,60423,,,,,,Individuals,219872,01894-593-0000241481,1,Morton 4,10/31/15,8/15/13,,Active,1
,,,60201,,,,,,Individuals,219918,01894-593-0000241588,1,2 YR Morton 2,8/31/15,8/16/13,,Active,1
,,,60202,,,,,,Individuals,219960,01894-593-0000241672,1,2 YR Morton 4,8/31/15,8/17/13,,Active,1
,,,60517,,,,,,Individuals,219961,01894-593-0000241674,1,2 YR Morton 4,8/31/15,8/17/13,,Active,1
,,,60188,,,,,57,Individuals,219938,01894-593-0000241631,1,Morton 2,9/30/15,8/17/13,,Active,1
,,,60189,,,,,,Individuals,219997,01894-593-0000241740,1,Morton 2,8/31/15,8/18/13,,Active,1
,,,60477,,,,,63,Individuals,220022,01894-593-0000241790,1,Morton 2,10/31/15,8/18/13,,Active,1
,,,60007,,,,,56,Individuals,219976,01894-593-0000241699,1,2 YR Morton 2,8/31/16,8/18/13,,Active,1
,,,60540,,,,,,Individuals,219981,01894-593-0000241708,1,Morton 2,8/31/15,8/18/13,,Active,1
,,,60190,,,,,,Individuals,220006,01894-593-0000241758,1,2 YR Morton 2,8/31/15,8/18/13,,Active,1
,,,60108,,,,,,Individuals,219975,01894-593-0000241697,1,Morton 4,9/30/15,8/20/13,,Active,1
,,,60189,,,,,50,Individuals,220044,01894-593-0000241833,1,Morton 4,8/31/15,8/20/13,,Active,1
,,,60126,,,,,,Individuals,220051,01894-593-0000241847,1,2 YR Morton 4,9/30/16,8/20/13,,Active,1
,,,60070,,,,,,Individuals,220106,01894-593-0000241947,1,Morton 1,8/31/15,8/23/13,,Active,1
,,,60637,,,,,43,Individuals,220110,01894-593-0000241956,1,2 YR Morton 6,8/31/15,8/23/13,,Active,1
,,,60559,,,,,,Individuals,220115,01894-593-0000241967,1,Morton 4,10/31/15,8/23/13,,Active,1
,,,60172,,,,,,Individuals,220098,01894-593-0000241933,1,Morton 1,8/31/15,8/24/13,,Active,1
,,,60108,,,,,,Individuals,220121,01894-593-0000241992,1,Morton 2,8/31/15,8/24/13,,Active,1
,,,60565,,,,,73,Individuals,220156,01894-593-0000242058,1,2 YR Morton 1,8/31/15,8/24/13,,Active,1
,,,60515,,,,,42,Individuals,220168,01894-593-0000242092,1,2 YR Morton 4,8/31/15,8/25/13,,Active,1
,,,60103,,,,,,Individuals,220183,01894-593-0000242122,1,Morton 2,8/31/15,8/25/13,,Active,1
,,,60148,,,,,,Individuals,220196,01894-593-0000242147,1,Morton 4,9/30/15,8/26/13,,Active,1
,,,60544,,,Recipient,Donor,,Individuals,220207,01894-593-0000242167,1,Morton 2,8/31/15,8/27/13,,Active,1
,,,60610,,,Recipient,,,Individuals,215421,01894-593-0000231830,1,Morton 4,7/31/15,4/10/13,,Active,1
,,,60124,,,Recipient,,,Individuals,213257,01894-593-0000227400,1,Morton 2,1/31/15,12/17/12,,Active,1
,,,60561,,,,,,Individuals,220216,01894-593-0000242190,1,Morton 4,8/31/15,8/28/13,,Active,1
,,,60452,,,Recipient,Donor,,Individuals,219754,01894-593-0000241240,1,Morton 2,8/31/15,8/12/13,,Active,1
,,,60532,,,,,64,Individuals,223285,01894-593-0000248617,1,Morton 1,5/31/15,4/25/13,,Active,1
,,,60506,,,Recipient,,,Individuals,188683,01894-593-0000179577,4,2 YR Morton 6,5/31/16,5/7/10,,Active,1
,,,60016,,,Recipient,,,Individuals,216991,01894-593-0000234986,1,2 YR Morton 1,5/31/16,5/29/13,,Active,1
,,,60532,,,Recipient,,,Individuals,205137,01894-593-0000210490,2,Morton 2,6/30/15,3/16/12,,Active,1
,,,60187,,,Recipient,,,Individuals,217247,01894-593-0000235461,1,Morton 4,7/31/15,5/31/13,,Active,1
,,,60504,,,Recipient,,56,Individuals,217709,01894-593-0000237015,1,Morton 2,7/31/15,6/11/13,,Active,1
,,,60189,,,Recipient,,,Individuals,216730,01894-593-0000234502,1,Morton 2,5/31/15,5/15/13,,Active,1
,,,60543,,,,,,Individuals,214546,01894-593-0000230149,1,2 YR Morton 4,5/31/16,3/14/13,,Active,1
,,,60189,,,Recipient,,,Individuals,217261,01894-593-0000235488,1,Morton 2,5/31/15,5/30/13,,Active,1
,,,60561,,,Recipient,,71,Individuals,215420,01894-593-0000231828,1,Morton 4,6/30/15,4/10/13,,Active,1
,,,60189,,,Recipient,,,Individuals,226905,00001-593-0000255192,1,Morton 4,9/30/15,9/23/13,,Active,1
,,,60565-1293,,,,,62,Individuals,222503,01894-593-0000247179,1,Morton 1,11/30/15,11/10/13,,Active,1
,,,60515,,,,,,Individuals,222758,01894-593-0000247699,1,Morton 2,11/30/14,11/10/13,,Active,1
,,,60563,,,,,,Individuals,222766,01894-593-0000247713,1,Morton 2,11/30/14,11/10/13,,Active,1
,,,60637,,,,,,Individuals,222767,01894-593-0000247715,1,Morton 2,11/30/14,11/10/13,,Active,1
,,,60640,,,,,,Individuals,222772,01894-593-0000247722,1,Morton 4,11/30/14,11/10/13,,Active,1
,,,60613,,,,,,Individuals,222777,01894-593-0000247731,1,Morton 4,11/30/14,11/10/13,,Active,1
,,,60174,,,,,36,Individuals,222754,01894-593-0000247690,1,Morton 6,11/30/14,11/10/13,,Active,1
,,,60515,,,,,,Individuals,222763,01894-593-0000247708,1,Morton 2,11/30/14,11/10/13,,Active,1
,,,60563,,,,,,Individuals,222776,01894-593-0000247729,1,Morton 2,11/30/14,11/10/13,,Active,1
,,,60201,,,,,,Individuals,222778,01894-593-0000247733,1,Morton 2,11/30/14,11/10/13,,Active,1
,,,60540,,,,,,Individuals,222793,01894-593-0000247756,1,Morton 4,11/30/14,11/10/13,,Active,1
,,,60618,,,,,53,Individuals,222798,01894-593-0000247765,1,Morton 4,11/30/14,11/10/13,,Active,1
,,,60056,,,,,,Individuals,222803,01894-593-0000247772,1,Morton 4,11/30/15,11/10/13,,Active,1
,,,60441,,,,,40,Individuals,222809,01894-593-0000247790,1,Morton 6,11/30/14,11/10/13,,Active,1
,,,60181,,,,,,Individuals,222812,01894-593-0000247806,1,2 YR Morton 2,11/30/15,11/10/13,,Active,1
,,,60143,,,,,60,Individuals,222414,01894-593-0000246913,1,Morton 4,11/30/14,11/8/13,,Active,1
,,,60448,,,,,57,Individuals,222419,01894-593-0000246922,1,2 YR Morton 1,12/31/15,11/11/13,,Active,1
,,,60563,,,,,69,Individuals,222424,01894-593-0000246945,1,Morton 1,11/30/14,11/9/13,,Active,1
,,,60563,,,Recipient,Donor,71,Individuals,203070,01894-593-0000206391,2,Morton 2,1/31/15,11/27/11,,Active,1
,,,60148,,,Recipient,,,Individuals,215891,01894-593-0000232733,1,Morton 2,5/31/15,5/1/13,,Active,1
,,,60181,,,Recipient,,68,Individuals,218126,01894-593-0000237822,1,Morton 1,7/31/15,6/19/13,,Active,1
,,,60189,,,Recipient,,60,Individuals,217799,01894-593-0000237180,1,2 YR Morton 2,7/31/16,6/14/13,,Active,1
,,,60515,,,Recipient,,,Individuals,216839,01894-593-0000234700,1,Morton 4,5/31/15,5/16/13,,Active,1
,,,60012,,,Recipient,,53,Individuals,216164,01894-593-0000233378,1,Morton 2,5/31/15,5/10/13,,Active,1
,,,60563,,,Recipient,,40,Individuals,216258,01894-593-0000233615,1,2 YR Morton 6,5/31/16,5/5/13,,Active,1
,,,60611,,,,,,Individuals,222221,01894-593-0000246413,1,2 YR Morton 2,10/31/15,10/28/13,,Active,1
,,,60423,,,,,60,Individuals,222223,01894-593-0000246416,1,Morton 4,10/31/15,10/28/13,,Active,1
,,,60187,,,,,64,Individuals,222279,01894-593-0000246576,1,Morton 2,11/30/14,11/1/13,,Active,1
,,,60402,,,,,,Individuals,222302,01894-593-0000246644,1,Morton 2,11/30/14,11/1/13,,Active,1
,,,60544,,,Recipient,Donor,,Individuals,222306,01894-593-0000246651,1,Morton 2,11/30/14,11/1/13,,Active,1
,,,60542,,,,,66,Individuals,222262,01894-593-0000246510,1,Morton 2,11/30/14,11/2/13,,Active,1
,,,60564,,,,,,Individuals,222282,01894-593-0000246603,1,Morton 2,11/30/14,11/2/13,,Active,1
,,,60605,,,,,,Individuals,222317,01894-593-0000246694,1,Morton 2,11/30/14,11/2/13,,Active,1
,,,60540,,,,,53,Individuals,222326,01894-593-0000246710,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60305,,,,,60,Individuals,222335,01894-593-0000246728,1,Morton 2,11/30/14,11/2/13,,Active,1
,,,60187,,,Recipient,,46,Individuals,148101,01894-593-0000106728,8,Morton 4,5/31/15,3/30/06,,Active,1
,,,60564,,,Recipient,,65,Individuals,213342,01894-593-0000227543,1,Morton 2,1/31/15,12/10/12,,Active,1
,,,60016,,,Recipient,,27,Individuals,213912,01894-593-0000228679,1,Morton 2,2/28/15,1/10/13,,Active,1
,,,60491,,,Recipient,,54,Individuals,213319,01894-593-0000227507,1,Morton 1,2/28/15,12/14/12,,Active,1
,,,60565,,,Recipient,,,Individuals,203189,01894-593-0000206617,2,Morton 2,1/31/15,11/30/11,,Active,1
,,,60187,,,Recipient,,,Individuals,213717,01894-593-0000228270,1,Morton 2,1/31/15,12/24/12,,Active,1
,,,60191,,,Recipient,,,Individuals,201409,01894-593-0000203057,3,Morton 4,1/31/15,10/5/11,,Active,1
,,,60302,,,Recipient,,70,Individuals,195238,01894-593-0000191061,3,Morton 2,1/31/15,12/16/10,,Active,1
,,,60506,,,Recipient,,,Individuals,204233,01894-593-0000208566,2,2 YR Morton 2,2/29/16,1/7/12,,Active,1
,,,60187,,,Recipient,Donor,69,Individuals,208132,01894-593-0000217213,2,Morton 2,7/31/15,6/14/12,,Active,1
,,,60540,,,Recipient,,72,Individuals,203666,01894-593-0000207487,2,Morton 2,3/31/15,12/17/11,,Active,1
,,,60532-2713,,,,,,Individuals,222090,01894-593-0000246132,1,Morton 1,10/31/15,10/29/13,,Active,1
,,,60302-1436,,,,,61,Individuals,222230,01894-593-0000246430,1,Morton 2,11/30/15,10/29/13,,Active,1
,,,60178,,,,,,Individuals,222044,01894-593-0000246048,1,2 YR Morton 2,11/30/15,10/30/13,,Active,1
,,,60543,,,Recipient,,,Individuals,199726,01894-593-0000199235,3,2 YR Morton 1,11/30/15,7/26/11,,Active,1
,,,60913,,,,,,Individuals,222250,01894-593-0000246463,1,Morton 2,10/31/15,10/30/13,,Active,1
,,,60515,,,,,,Individuals,222251,01894-593-0000246465,1,Morton 2,11/30/15,10/30/13,,Active,1
,,,60521,,,,,,Individuals,222320,01894-593-0000246699,1,Morton 1,11/30/14,11/1/13,,Active,1
,,,60181-4342,,,,,,Individuals,222329,01894-593-0000246717,1,Morton 2,11/30/14,11/1/13,,Active,1
,,,60543,,,,,64,Individuals,222295,01894-593-0000246632,1,Morton 1,11/30/14,11/1/13,,Active,1
,,,60305,,,,,,Individuals,222296,01894-593-0000246634,1,2 YR Morton 2,11/30/15,11/1/13,,Active,1
,,,60189,,,,,,Individuals,222304,01894-593-0000246647,1,Morton 2,11/30/14,11/1/13,,Active,1
,,,60515,,,,,55,Individuals,222308,01894-593-0000246667,1,2 YR Morton 2,11/30/15,11/1/13,,Active,1
,,,60453,,,,,,Individuals,222263,01894-593-0000246515,1,Morton 1,11/30/14,11/2/13,,Active,1
,,,60448,,,,,,Individuals,222281,01894-593-0000246600,1,2 YR Morton 1,11/30/15,11/2/13,,Active,1
,,,60442-1403,,,,,34,Individuals,222319,01894-593-0000246697,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60007,,,,,84,Individuals,222328,01894-593-0000246715,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60490,,,,,43,Individuals,222264,01894-593-0000246516,1,2 YR Morton 4,11/30/15,11/2/13,,Active,1
,,,60517,,,,,65,Individuals,222338,01894-593-0000246733,1,Morton 2,11/30/14,11/2/13,,Active,1
,,,60107,,,,,44,Individuals,222345,01894-593-0000246749,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60010,,,,,,Individuals,222358,01894-593-0000246781,1,Morton 6,11/30/14,11/2/13,,Active,1
,,,60202,,,,,,Individuals,222371,01894-593-0000246815,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60565,,,,,34,Individuals,222372,01894-593-0000246817,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60563,,,,,,Individuals,222377,01894-593-0000246832,1,Morton 4,11/30/14,11/2/13,,Active,1
,,,60451,,,,,47,Individuals,222291,01894-593-0000246614,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60152,,,,,,Individuals,222387,01894-593-0000246850,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60532,,,,,,Individuals,222397,01894-593-0000246866,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60435,,,,,,Individuals,222408,01894-593-0000246898,1,2 YR Morton 2,11/30/15,11/3/13,,Active,1
,,,60655,,,,,62,Individuals,222427,01894-593-0000246948,1,Morton 1,11/30/15,11/3/13,,Active,1
,,,60607,,,,,,Individuals,222428,01894-593-0000246949,1,Morton 1,11/30/14,11/3/13,,Active,1
,,,60611,,,,,,Individuals,222429,01894-593-0000246950,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60435,,,,,,Individuals,222435,01894-593-0000246965,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60538,,,,,58,Individuals,222463,01894-593-0000247099,1,Morton 1,11/30/14,11/3/13,,Active,1
,,,60540,,,,,42,Individuals,222464,01894-593-0000247100,1,Morton 1,11/30/15,11/3/13,,Active,1
,,,60181,,,,,,Individuals,222471,01894-593-0000247118,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60191,,,,,,Individuals,222482,01894-593-0000247134,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60559,,,,,,Individuals,222491,01894-593-0000247151,1,Morton 2,11/30/14,11/3/13,,Active,1
,,,60442-1410,,,,,,Individuals,222510,01894-593-0000247216,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60516,,,,,,Individuals,222512,01894-593-0000247219,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60005,,,,,,Individuals,222518,01894-593-0000247232,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60532,,,,,,Individuals,222519,01894-593-0000247234,1,Morton 4,11/30/14,11/3/13,,Active,1
,,,60181,,,,,,Individuals,222535,01894-593-0000247266,1,2 YR Morton 2,11/30/15,11/3/13,,Active,1
,,,60189,,,,,35,Individuals,201298,01894-593-0000202813,3,2 YR Morton 4,11/30/15,10/2/11,,Active,1
,,,60514,,,,,65,Individuals,222570,01894-593-0000247318,1,Morton 2,11/30/15,11/4/13,,Active,1
,,,60411,,,,,,Individuals,222591,01894-593-0000247351,1,Morton 4,11/30/14,11/4/13,,Active,1
,,,60185,,,,,37,Individuals,222599,01894-593-0000247369,1,Morton 2,11/30/14,11/5/13,,Active,1
,,,60101,,,,,67,Individuals,222386,01894-593-0000246849,1,2 YR Morton 1,11/30/15,11/6/13,,Active,1
,,,60510,,,,Donor,42,Individuals,222527,01894-593-0000247249,1,Morton 4,11/30/14,11/6/13,,Active,1
,,,60514-1412,,,,,,Individuals,222511,01894-593-0000247218,1,2 YR Morton 2,11/30/15,11/7/13,,Active,1
,,,60564,,,,,,Individuals,222640,01894-593-0000247469,1,Morton 2,11/30/14,11/7/13,,Active,1
,,,60101,,,,,,Individuals,222646,01894-593-0000247485,1,Morton 4,11/30/14,11/7/13,,Active,1
,,,60181,,,,,,Individuals,222630,01894-593-0000247451,1,Morton 4,11/30/14,11/7/13,,Active,1
,,,60510,,,,,38,Individuals,222452,01894-593-0000247048,1,Morton 4,11/30/14,11/8/13,,Active,1
,,,60527,,,,,,Individuals,222453,01894-593-0000247051,1,Morton 1,11/30/15,11/8/13,,Active,1
