Stock,Industry,SubIndustry,Date,Positiv,Negativ,Pstv,Ngtv,Strong,Weak,Active,Passive,Polarity PN,Polarity SW,Polarity AP
SLB,Energy,Oil & Gas Equipment & Services,1/19/07,0.137,0.046,0.13,0.043,0.202,0.025,0.188,0.073,0.496,0.784,0.439
SLB,Energy,Oil & Gas Equipment & Services,4/20/07,0.15,0.06,0.143,0.057,0.23,0.028,0.211,0.072,0.428,0.784,0.492
SLB,Energy,Oil & Gas Equipment & Services,7/20/07,0.133,0.058,0.127,0.053,0.194,0.027,0.202,0.077,0.389,0.759,0.446
SLB,Energy,Oil & Gas Equipment & Services,10/19/07,0.113,0.05,0.105,0.047,0.209,0.026,0.185,0.082,0.386,0.777,0.389
SLB,Energy,Oil & Gas Equipment & Services,1/18/08,0.126,0.06,0.118,0.057,0.206,0.032,0.181,0.084,0.359,0.732,0.367
SLB,Energy,Oil & Gas Equipment & Services,4/18/08,0.124,0.051,0.118,0.048,0.196,0.028,0.176,0.08,0.419,0.75,0.376
SLB,Energy,Oil & Gas Equipment & Services,7/18/08,0.122,0.054,0.116,0.049,0.204,0.026,0.202,0.085,0.391,0.771,0.406
SLB,Energy,Oil & Gas Equipment & Services,10/17/08,0.129,0.066,0.122,0.059,0.192,0.03,0.205,0.083,0.322,0.728,0.427
SLB,Energy,Oil & Gas Equipment & Services,1/23/09,0.126,0.068,0.119,0.062,0.208,0.034,0.198,0.072,0.3,0.718,0.469
SLB,Energy,Oil & Gas Equipment & Services,4/24/09,0.12,0.07,0.113,0.068,0.196,0.039,0.18,0.076,0.266,0.669,0.406
SLB,Energy,Oil & Gas Equipment & Services,7/24/09,0.131,0.061,0.122,0.053,0.201,0.034,0.206,0.074,0.369,0.713,0.47
SLB,Energy,Oil & Gas Equipment & Services,10/23/09,0.125,0.065,0.116,0.06,0.191,0.035,0.204,0.076,0.315,0.693,0.458
SLB,Energy,Oil & Gas Equipment & Services,1/22/10,0.12,0.056,0.112,0.053,0.199,0.025,0.213,0.069,0.362,0.774,0.511
SLB,Energy,Oil & Gas Equipment & Services,2/22/10,0.176,0.069,0.16,0.066,0.214,0.031,0.198,0.068,0.434,0.747,0.489
SLM,Financials,Diversified Financial Services,1/19/06,0.126,0.047,0.115,0.045,0.199,0.036,0.193,0.07,0.459,0.696,0.469
SLM,Financials,Diversified Financial Services,4/20/06,0.127,0.064,0.111,0.063,0.218,0.038,0.19,0.081,0.334,0.706,0.399
SLM,Financials,Diversified Financial Services,7/20/06,0.119,0.071,0.108,0.07,0.206,0.046,0.209,0.079,0.252,0.638,0.452
SLM,Financials,Diversified Financial Services,10/19/06,0.138,0.054,0.122,0.053,0.216,0.05,0.211,0.075,0.435,0.626,0.473
SLM,Financials,Diversified Financial Services,1/18/07,0.13,0.054,0.107,0.052,0.205,0.044,0.205,0.078,0.414,0.646,0.447
SLM,Financials,Diversified Financial Services,10/11/07,0.173,0.081,0.162,0.075,0.243,0.042,0.197,0.094,0.362,0.709,0.353
SLM,Financials,Diversified Financial Services,12/19/07,0.164,0.078,0.157,0.076,0.24,0.033,0.173,0.081,0.354,0.76,0.361
SLM,Financials,Diversified Financial Services,1/23/08,0.177,0.085,0.153,0.081,0.209,0.048,0.204,0.081,0.349,0.63,0.434
SLM,Financials,Diversified Financial Services,4/17/08,0.142,0.085,0.127,0.08,0.216,0.032,0.204,0.068,0.25,0.743,0.499
SLM,Financials,Diversified Financial Services,7/24/08,0.144,0.056,0.128,0.053,0.172,0.038,0.193,0.082,0.437,0.635,0.405
SLM,Financials,Diversified Financial Services,10/23/08,0.149,0.058,0.133,0.055,0.196,0.03,0.201,0.062,0.442,0.732,0.53
SLM,Financials,Diversified Financial Services,1/22/09,0.124,0.068,0.11,0.067,0.194,0.042,0.187,0.077,0.29,0.647,0.416
SLM,Financials,Diversified Financial Services,4/23/09,0.141,0.063,0.128,0.061,0.196,0.041,0.198,0.073,0.387,0.657,0.464
SLM,Financials,Diversified Financial Services,7/22/09,0.138,0.065,0.128,0.063,0.183,0.046,0.202,0.078,0.362,0.596,0.442
SLM,Financials,Diversified Financial Services,10/21/09,0.131,0.071,0.12,0.068,0.188,0.045,0.215,0.078,0.298,0.611,0.469
SLM,Financials,Diversified Financial Services,1/21/10,0.125,0.059,0.112,0.057,0.173,0.05,0.178,0.075,0.36,0.551,0.406
SNA,Consumer Discretionary,Household Appliances,2/2/06,0.153,0.07,0.143,0.067,0.246,0.029,0.216,0.079,0.372,0.788,0.464
SNA,Consumer Discretionary,Household Appliances,4/28/06,0.153,0.078,0.144,0.073,0.243,0.028,0.231,0.079,0.322,0.795,0.489
SNA,Consumer Discretionary,Household Appliances,7/26/06,0.16,0.051,0.152,0.049,0.245,0.024,0.221,0.077,0.516,0.821,0.484
SNA,Consumer Discretionary,Household Appliances,10/23/06,0.15,0.05,0.142,0.049,0.226,0.023,0.199,0.085,0.499,0.819,0.402
SNA,Consumer Discretionary,Household Appliances,2/1/07,0.166,0.055,0.159,0.053,0.225,0.021,0.207,0.09,0.5,0.831,0.393
SNA,Consumer Discretionary,Household Appliances,4/24/07,0.15,0.058,0.147,0.056,0.228,0.028,0.199,0.081,0.443,0.78,0.42
SNA,Consumer Discretionary,Household Appliances,7/25/07,0.148,0.063,0.144,0.06,0.237,0.024,0.188,0.076,0.406,0.816,0.425
SNA,Consumer Discretionary,Household Appliances,10/24/07,0.171,0.055,0.166,0.052,0.242,0.028,0.199,0.096,0.517,0.79,0.349
SNA,Consumer Discretionary,Household Appliances,1/31/08,0.151,0.051,0.146,0.05,0.231,0.023,0.188,0.072,0.499,0.821,0.444
SNA,Consumer Discretionary,Household Appliances,4/22/08,0.155,0.067,0.141,0.065,0.246,0.039,0.201,0.09,0.4,0.73,0.381
SNA,Consumer Discretionary,Household Appliances,7/24/08,0.149,0.06,0.142,0.057,0.222,0.028,0.178,0.086,0.427,0.777,0.351
SNA,Consumer Discretionary,Household Appliances,10/23/08,0.144,0.061,0.135,0.057,0.217,0.031,0.165,0.088,0.403,0.753,0.302
SNA,Consumer Discretionary,Household Appliances,2/4/09,0.135,0.068,0.126,0.065,0.225,0.026,0.182,0.07,0.329,0.791,0.445
SNA,Consumer Discretionary,Household Appliances,4/22/09,0.14,0.067,0.131,0.065,0.202,0.028,0.186,0.077,0.356,0.761,0.413
SNA,Consumer Discretionary,Household Appliances,7/31/09,0.14,0.068,0.13,0.066,0.214,0.034,0.174,0.078,0.347,0.729,0.383
SNA,Consumer Discretionary,Household Appliances,10/29/09,0.158,0.057,0.145,0.055,0.205,0.042,0.188,0.072,0.473,0.657,0.446
SNA,Consumer Discretionary,Household Appliances,2/4/10,0.136,0.066,0.123,0.063,0.191,0.03,0.168,0.073,0.347,0.725,0.395
SNDK,Information Technology,Computer Storage & Peripherals,1/25/06,0.126,0.049,0.12,0.046,0.193,0.023,0.188,0.079,0.444,0.789,0.409
SNDK,Information Technology,Computer Storage & Peripherals,1/26/06,0.11,0.06,0.101,0.056,0.181,0.031,0.168,0.086,0.296,0.704,0.326
SNDK,Information Technology,Computer Storage & Peripherals,4/20/06,0.114,0.058,0.105,0.055,0.207,0.029,0.175,0.07,0.329,0.756,0.429
SNDK,Information Technology,Computer Storage & Peripherals,4/26/06,0.126,0.058,0.11,0.054,0.178,0.035,0.174,0.079,0.372,0.673,0.374
SNDK,Information Technology,Computer Storage & Peripherals,7/24/06,0.113,0.063,0.106,0.058,0.172,0.043,0.172,0.083,0.283,0.6,0.35
SNDK,Information Technology,Computer Storage & Peripherals,7/31/06,0.172,0.056,0.157,0.051,0.224,0.024,0.19,0.083,0.506,0.805,0.395
SNDK,Information Technology,Computer Storage & Peripherals,8/7/06,0.141,0.038,0.132,0.033,0.177,0.022,0.158,0.063,0.572,0.776,0.43
SNDK,Information Technology,Computer Storage & Peripherals,10/19/06,0.12,0.063,0.106,0.06,0.163,0.03,0.16,0.078,0.309,0.686,0.345
SNDK,Information Technology,Computer Storage & Peripherals,10/23/06,0.148,0.035,0.139,0.031,0.187,0.035,0.148,0.06,0.613,0.681,0.424
SNDK,Information Technology,Computer Storage & Peripherals,1/30/07,0.106,0.053,0.096,0.05,0.194,0.038,0.156,0.082,0.332,0.675,0.312
SNDK,Information Technology,Computer Storage & Peripherals,4/26/07,0.106,0.059,0.099,0.052,0.169,0.032,0.144,0.069,0.284,0.685,0.351
SNDK,Information Technology,Computer Storage & Peripherals,7/19/07,0.106,0.06,0.098,0.053,0.208,0.028,0.173,0.064,0.281,0.762,0.463
SNDK,Information Technology,Computer Storage & Peripherals,10/18/07,0.102,0.061,0.093,0.055,0.204,0.03,0.19,0.073,0.253,0.743,0.447
SNDK,Information Technology,Computer Storage & Peripherals,1/28/08,0.099,0.053,0.091,0.05,0.218,0.038,0.196,0.081,0.302,0.704,0.415
SNDK,Information Technology,Computer Storage & Peripherals,4/17/08,0.111,0.062,0.104,0.056,0.202,0.027,0.158,0.073,0.283,0.763,0.369
SNDK,Information Technology,Computer Storage & Peripherals,7/21/08,0.107,0.073,0.101,0.068,0.227,0.036,0.202,0.077,0.19,0.724,0.45
SNDK,Information Technology,Computer Storage & Peripherals,10/20/08,0.112,0.084,0.105,0.077,0.219,0.037,0.184,0.087,0.145,0.713,0.356
SNDK,Information Technology,Computer Storage & Peripherals,2/2/09,0.113,0.067,0.1,0.063,0.215,0.029,0.168,0.079,0.253,0.763,0.36
SNDK,Information Technology,Computer Storage & Peripherals,4/21/09,0.114,0.075,0.105,0.069,0.195,0.036,0.148,0.071,0.208,0.687,0.353
SNDK,Information Technology,Computer Storage & Peripherals,5/27/09,0.208,0.065,0.206,0.06,0.239,0.044,0.161,0.065,0.526,0.69,0.424
SNDK,Information Technology,Computer Storage & Peripherals,7/22/09,0.127,0.067,0.116,0.062,0.211,0.039,0.169,0.078,0.311,0.686,0.371
SNDK,Information Technology,Computer Storage & Peripherals,10/20/09,0.123,0.082,0.116,0.078,0.222,0.05,0.195,0.067,0.201,0.631,0.492
SNDK,Information Technology,Computer Storage & Peripherals,1/28/10,0.124,0.072,0.112,0.066,0.203,0.039,0.179,0.065,0.265,0.675,0.468
SNV,Financials,Regional Banks,1/18/06,0.147,0.052,0.135,0.05,0.239,0.029,0.204,0.08,0.476,0.787,0.435
SNV,Financials,Regional Banks,4/25/06,0.172,0.054,0.16,0.052,0.224,0.028,0.218,0.102,0.523,0.778,0.363
SNV,Financials,Regional Banks,7/19/06,0.153,0.059,0.141,0.056,0.244,0.033,0.201,0.106,0.444,0.765,0.308
SNV,Financials,Regional Banks,10/18/06,0.154,0.062,0.142,0.061,0.216,0.028,0.205,0.091,0.426,0.77,0.385
SNV,Financials,Regional Banks,1/17/07,0.157,0.062,0.149,0.059,0.225,0.032,0.212,0.106,0.435,0.748,0.335
SNV,Financials,Regional Banks,4/23/07,0.131,0.056,0.116,0.053,0.219,0.035,0.211,0.095,0.4,0.728,0.378
SNV,Financials,Regional Banks,7/24/07,0.14,0.063,0.132,0.062,0.212,0.036,0.214,0.097,0.381,0.713,0.378
SNV,Financials,Regional Banks,10/25/07,0.172,0.068,0.162,0.066,0.209,0.029,0.22,0.094,0.431,0.754,0.401
SNV,Financials,Regional Banks,1/24/08,0.153,0.082,0.143,0.081,0.216,0.031,0.213,0.094,0.301,0.75,0.386
SNV,Financials,Regional Banks,4/24/08,0.108,0.066,0.099,0.064,0.19,0.032,0.191,0.085,0.241,0.712,0.383
SNV,Financials,Regional Banks,7/24/08,0.143,0.067,0.128,0.061,0.198,0.042,0.186,0.089,0.361,0.651,0.352
SNV,Financials,Regional Banks,9/10/08,0.17,0.087,0.163,0.085,0.235,0.031,0.2,0.08,0.321,0.769,0.43
SNV,Financials,Regional Banks,10/23/08,0.166,0.067,0.151,0.065,0.208,0.035,0.199,0.092,0.427,0.709,0.371
SNV,Financials,Regional Banks,1/22/09,0.155,0.062,0.14,0.061,0.21,0.024,0.179,0.081,0.432,0.794,0.38
SNV,Financials,Regional Banks,4/22/09,0.146,0.07,0.133,0.065,0.222,0.036,0.173,0.079,0.354,0.723,0.372
SNV,Financials,Regional Banks,7/23/09,0.148,0.079,0.132,0.077,0.228,0.04,0.192,0.08,0.305,0.704,0.415
SNV,Financials,Regional Banks,10/22/09,0.152,0.093,0.128,0.091,0.231,0.039,0.198,0.081,0.242,0.71,0.418
SNV,Financials,Regional Banks,1/28/10,0.155,0.084,0.14,0.081,0.226,0.033,0.207,0.084,0.297,0.747,0.422
SO,Utilities,Multi-Utilities & Unregulated Power,1/26/06,0.151,0.063,0.137,0.06,0.236,0.032,0.18,0.088,0.41,0.764,0.343
SO,Utilities,Multi-Utilities & Unregulated Power,4/25/06,0.14,0.051,0.128,0.05,0.206,0.025,0.16,0.078,0.462,0.785,0.346
SO,Utilities,Multi-Utilities & Unregulated Power,7/27/06,0.151,0.065,0.142,0.063,0.227,0.039,0.18,0.097,0.4,0.709,0.3
SO,Utilities,Multi-Utilities & Unregulated Power,10/26/06,0.163,0.073,0.153,0.071,0.233,0.034,0.177,0.091,0.383,0.746,0.323
SO,Utilities,Multi-Utilities & Unregulated Power,1/25/07,0.144,0.062,0.135,0.059,0.249,0.032,0.164,0.085,0.396,0.774,0.319
SO,Utilities,Multi-Utilities & Unregulated Power,4/26/07,0.137,0.06,0.127,0.057,0.243,0.023,0.159,0.076,0.391,0.825,0.353
SO,Utilities,Multi-Utilities & Unregulated Power,7/26/07,0.169,0.063,0.156,0.061,0.249,0.034,0.192,0.08,0.455,0.759,0.411
SO,Utilities,Multi-Utilities & Unregulated Power,10/25/07,0.161,0.055,0.149,0.051,0.215,0.023,0.166,0.075,0.493,0.805,0.378
SO,Utilities,Multi-Utilities & Unregulated Power,12/19/07,0.164,0.05,0.155,0.048,0.223,0.024,0.151,0.057,0.536,0.803,0.452
SO,Utilities,Multi-Utilities & Unregulated Power,1/30/08,0.139,0.05,0.131,0.048,0.241,0.029,0.173,0.084,0.472,0.785,0.347
SO,Utilities,Multi-Utilities & Unregulated Power,4/30/08,0.144,0.044,0.128,0.044,0.237,0.012,0.173,0.067,0.527,0.907,0.442
SO,Utilities,Multi-Utilities & Unregulated Power,6/27/08,0.173,0.069,0.164,0.064,0.213,0.023,0.149,0.075,0.43,0.803,0.33
SO,Utilities,Multi-Utilities & Unregulated Power,7/30/08,0.142,0.062,0.131,0.059,0.25,0.031,0.202,0.088,0.391,0.78,0.39
SO,Utilities,Multi-Utilities & Unregulated Power,10/23/08,0.149,0.057,0.14,0.056,0.225,0.032,0.188,0.088,0.444,0.749,0.364
SO,Utilities,Multi-Utilities & Unregulated Power,1/28/09,0.14,0.053,0.126,0.051,0.247,0.028,0.167,0.074,0.452,0.797,0.387
SO,Utilities,Multi-Utilities & Unregulated Power,4/29/09,0.147,0.07,0.136,0.068,0.248,0.027,0.185,0.069,0.355,0.802,0.459
SO,Utilities,Multi-Utilities & Unregulated Power,7/29/09,0.153,0.062,0.143,0.061,0.247,0.037,0.194,0.082,0.42,0.741,0.407
SO,Utilities,Multi-Utilities & Unregulated Power,10/28/09,0.139,0.051,0.125,0.046,0.258,0.028,0.164,0.065,0.463,0.804,0.435
SO,Utilities,Multi-Utilities & Unregulated Power,1/27/10,0.132,0.052,0.122,0.05,0.25,0.035,0.178,0.079,0.433,0.754,0.383
SPG,Financials,REITs,1/6/06,0.16,0.061,0.151,0.059,0.247,0.025,0.199,0.087,0.446,0.818,0.393
SPG,Financials,REITs,2/6/06,0.19,0.063,0.174,0.057,0.192,0.023,0.201,0.108,0.504,0.789,0.302
SPG,Financials,REITs,4/28/06,0.161,0.054,0.145,0.048,0.209,0.029,0.177,0.091,0.5,0.755,0.322
SPG,Financials,REITs,8/1/06,0.141,0.065,0.123,0.062,0.192,0.032,0.18,0.076,0.372,0.716,0.409
SPG,Financials,REITs,10/31/06,0.154,0.059,0.143,0.056,0.213,0.035,0.205,0.087,0.444,0.717,0.406
SPG,Financials,REITs,2/2/07,0.16,0.06,0.147,0.057,0.207,0.037,0.168,0.082,0.454,0.699,0.346
SPG,Financials,REITs,4/27/07,0.189,0.058,0.17,0.055,0.235,0.028,0.191,0.09,0.533,0.79,0.358
SPG,Financials,REITs,7/30/07,0.166,0.068,0.155,0.067,0.204,0.033,0.174,0.08,0.418,0.724,0.371
SPG,Financials,REITs,10/29/07,0.169,0.062,0.151,0.059,0.213,0.037,0.183,0.07,0.459,0.706,0.446
SPG,Financials,REITs,2/1/08,0.16,0.07,0.147,0.065,0.2,0.033,0.165,0.087,0.392,0.717,0.309
SPG,Financials,REITs,4/29/08,0.188,0.057,0.177,0.055,0.181,0.023,0.196,0.11,0.538,0.771,0.282
SPG,Financials,REITs,7/28/08,0.147,0.062,0.132,0.059,0.217,0.036,0.182,0.069,0.405,0.713,0.451
SPG,Financials,REITs,11/3/08,0.172,0.068,0.155,0.064,0.215,0.034,0.168,0.082,0.432,0.728,0.346
SPG,Financials,REITs,1/30/09,0.15,0.061,0.137,0.057,0.213,0.033,0.177,0.077,0.422,0.73,0.393
SPG,Financials,REITs,5/1/09,0.166,0.077,0.152,0.071,0.2,0.037,0.176,0.09,0.362,0.688,0.325
SPG,Financials,REITs,8/4/09,0.177,0.066,0.157,0.061,0.208,0.032,0.183,0.065,0.458,0.737,0.474
SPG,Financials,REITs,10/30/09,0.139,0.069,0.132,0.064,0.21,0.048,0.185,0.09,0.335,0.627,0.343
SPG,Financials,REITs,2/5/10,0.178,0.07,0.16,0.065,0.215,0.033,0.192,0.082,0.436,0.735,0.4
SPLS,Consumer Discretionary,Specialty Stores,2/9/06,0.138,0.068,0.13,0.064,0.215,0.044,0.206,0.084,0.34,0.66,0.419
SPLS,Consumer Discretionary,Specialty Stores,2/28/06,0.145,0.05,0.137,0.048,0.233,0.022,0.188,0.077,0.487,0.83,0.421
SPLS,Consumer Discretionary,Specialty Stores,5/3/06,0.123,0.055,0.116,0.053,0.219,0.038,0.198,0.082,0.384,0.705,0.413
SPLS,Consumer Discretionary,Specialty Stores,5/16/06,0.139,0.061,0.133,0.059,0.227,0.03,0.187,0.083,0.389,0.768,0.386
SPLS,Consumer Discretionary,Specialty Stores,8/2/06,0.117,0.06,0.114,0.058,0.207,0.04,0.187,0.088,0.32,0.675,0.361
SPLS,Consumer Discretionary,Specialty Stores,8/15/06,0.151,0.063,0.142,0.061,0.233,0.031,0.195,0.08,0.413,0.763,0.419
SPLS,Consumer Discretionary,Specialty Stores,8/29/06,0.141,0.051,0.13,0.051,0.219,0.027,0.18,0.079,0.466,0.777,0.392
SPLS,Consumer Discretionary,Specialty Stores,11/1/06,0.122,0.07,0.119,0.067,0.203,0.052,0.19,0.086,0.27,0.595,0.378
SPLS,Consumer Discretionary,Specialty Stores,11/14/06,0.15,0.061,0.139,0.058,0.224,0.031,0.186,0.08,0.418,0.757,0.4
SPLS,Consumer Discretionary,Specialty Stores,2/8/07,0.123,0.068,0.119,0.065,0.228,0.048,0.213,0.096,0.29,0.652,0.379
SPLS,Consumer Discretionary,Specialty Stores,3/1/07,0.145,0.053,0.138,0.051,0.209,0.026,0.183,0.075,0.465,0.779,0.42
SPLS,Consumer Discretionary,Specialty Stores,5/3/07,0.112,0.069,0.108,0.064,0.224,0.039,0.215,0.094,0.24,0.704,0.393
SPLS,Consumer Discretionary,Specialty Stores,5/22/07,0.143,0.061,0.138,0.06,0.224,0.043,0.194,0.084,0.398,0.68,0.396
SPLS,Consumer Discretionary,Specialty Stores,8/2/07,0.122,0.06,0.115,0.056,0.195,0.038,0.184,0.084,0.343,0.677,0.374
SPLS,Consumer Discretionary,Specialty Stores,8/21/07,0.143,0.058,0.138,0.055,0.214,0.03,0.192,0.076,0.42,0.755,0.435
SPLS,Consumer Discretionary,Specialty Stores,10/1/07,0.161,0.045,0.152,0.042,0.237,0.023,0.212,0.081,0.565,0.826,0.446
SPLS,Consumer Discretionary,Specialty Stores,11/6/07,0.121,0.049,0.117,0.045,0.226,0.029,0.192,0.086,0.423,0.774,0.384
SPLS,Consumer Discretionary,Specialty Stores,11/27/07,0.159,0.064,0.154,0.061,0.201,0.037,0.184,0.086,0.428,0.69,0.364
SPLS,Consumer Discretionary,Specialty Stores,2/7/08,0.141,0.066,0.134,0.062,0.23,0.04,0.212,0.09,0.359,0.707,0.406
SPLS,Consumer Discretionary,Specialty Stores,3/4/08,0.156,0.06,0.151,0.057,0.209,0.033,0.194,0.082,0.442,0.725,0.405
SPLS,Consumer Discretionary,Specialty Stores,5/7/08,0.133,0.055,0.129,0.05,0.231,0.028,0.23,0.1,0.418,0.786,0.392
SPLS,Consumer Discretionary,Specialty Stores,5/20/08,0.155,0.057,0.148,0.054,0.222,0.026,0.194,0.079,0.462,0.788,0.419
SPLS,Consumer Discretionary,Specialty Stores,5/21/08,0.147,0.05,0.14,0.047,0.207,0.028,0.181,0.074,0.496,0.765,0.421
SPLS,Consumer Discretionary,Specialty Stores,6/11/08,0.188,0.038,0.186,0.034,0.222,0.023,0.187,0.085,0.665,0.811,0.375
SPLS,Consumer Discretionary,Specialty Stores,8/19/08,0.166,0.059,0.161,0.058,0.243,0.034,0.201,0.087,0.474,0.753,0.397
SPLS,Consumer Discretionary,Specialty Stores,9/3/08,0.132,0.054,0.126,0.052,0.218,0.028,0.175,0.062,0.418,0.77,0.477
SPLS,Consumer Discretionary,Specialty Stores,12/2/08,0.145,0.063,0.138,0.06,0.226,0.037,0.193,0.071,0.393,0.722,0.463
SPLS,Consumer Discretionary,Specialty Stores,3/11/09,0.141,0.072,0.134,0.071,0.218,0.034,0.188,0.069,0.326,0.732,0.467
SPLS,Consumer Discretionary,Specialty Stores,5/27/09,0.12,0.063,0.115,0.059,0.208,0.037,0.177,0.069,0.315,0.7,0.441
SPLS,Consumer Discretionary,Specialty Stores,8/25/09,0.154,0.064,0.149,0.061,0.242,0.031,0.192,0.076,0.41,0.772,0.434
SPLS,Consumer Discretionary,Specialty Stores,12/1/09,0.146,0.064,0.141,0.062,0.219,0.037,0.177,0.082,0.395,0.71,0.368
SPLS,Consumer Discretionary,Specialty Stores,3/2/10,0.141,0.059,0.136,0.056,0.218,0.031,0.179,0.077,0.408,0.748,0.402
SRE,Utilities,Multi-Utilities & Unregulated Power,1/4/06,0.136,0.057,0.126,0.054,0.235,0.016,0.141,0.062,0.407,0.873,0.391
SRE,Utilities,Multi-Utilities & Unregulated Power,2/22/06,0.136,0.052,0.123,0.046,0.24,0.023,0.174,0.073,0.45,0.828,0.411
SRE,Utilities,Multi-Utilities & Unregulated Power,5/2/06,0.136,0.055,0.124,0.051,0.222,0.031,0.149,0.071,0.427,0.758,0.353
SRE,Utilities,Multi-Utilities & Unregulated Power,8/3/06,0.137,0.057,0.12,0.054,0.24,0.022,0.165,0.067,0.411,0.83,0.421
SRE,Utilities,Multi-Utilities & Unregulated Power,11/2/06,0.127,0.062,0.116,0.058,0.23,0.033,0.168,0.074,0.347,0.753,0.391
SRE,Utilities,Multi-Utilities & Unregulated Power,2/22/07,0.136,0.057,0.122,0.053,0.245,0.031,0.182,0.085,0.412,0.779,0.364
SRE,Utilities,Multi-Utilities & Unregulated Power,5/2/07,0.133,0.063,0.123,0.061,0.232,0.034,0.169,0.078,0.353,0.747,0.367
SRE,Utilities,Multi-Utilities & Unregulated Power,7/9/07,0.154,0.065,0.14,0.062,0.252,0.018,0.175,0.083,0.407,0.866,0.358
SRE,Utilities,Multi-Utilities & Unregulated Power,8/2/07,0.138,0.07,0.126,0.068,0.257,0.026,0.191,0.089,0.326,0.815,0.362
SRE,Utilities,Multi-Utilities & Unregulated Power,11/1/07,0.147,0.066,0.131,0.063,0.257,0.032,0.2,0.104,0.379,0.781,0.317
SRE,Utilities,Multi-Utilities & Unregulated Power,2/26/08,0.139,0.057,0.126,0.056,0.234,0.026,0.172,0.08,0.418,0.8,0.367
SRE,Utilities,Multi-Utilities & Unregulated Power,5/2/08,0.138,0.061,0.125,0.058,0.225,0.028,0.177,0.078,0.387,0.779,0.39
SRE,Utilities,Multi-Utilities & Unregulated Power,8/7/08,0.131,0.06,0.119,0.056,0.234,0.028,0.18,0.075,0.374,0.784,0.415
SRE,Utilities,Multi-Utilities & Unregulated Power,11/10/08,0.144,0.066,0.134,0.062,0.231,0.031,0.194,0.09,0.376,0.763,0.368
SRE,Utilities,Multi-Utilities & Unregulated Power,2/24/09,0.138,0.053,0.123,0.05,0.226,0.03,0.167,0.076,0.444,0.765,0.374
SRE,Utilities,Multi-Utilities & Unregulated Power,5/5/09,0.135,0.063,0.124,0.06,0.218,0.039,0.175,0.079,0.363,0.695,0.381
SRE,Utilities,Multi-Utilities & Unregulated Power,7/31/09,0.127,0.051,0.121,0.048,0.247,0.026,0.168,0.087,0.428,0.809,0.319
SRE,Utilities,Multi-Utilities & Unregulated Power,11/9/09,0.157,0.059,0.151,0.058,0.259,0.025,0.158,0.096,0.454,0.827,0.242
SRE,Utilities,Multi-Utilities & Unregulated Power,2/16/10,0.173,0.067,0.166,0.062,0.229,0.021,0.167,0.082,0.444,0.83,0.338
SRE,Utilities,Multi-Utilities & Unregulated Power,2/25/10,0.151,0.063,0.133,0.059,0.229,0.027,0.153,0.081,0.412,0.789,0.307
SSP,Consumer Discretionary,#REF!,2/2/06,0.159,0.065,0.15,0.064,0.232,0.029,0.179,0.086,0.42,0.778,0.352
SSP,Consumer Discretionary,#REF!,3/16/06,0.148,0.053,0.141,0.049,0.21,0.021,0.162,0.063,0.476,0.821,0.442
SSP,Consumer Discretionary,#REF!,4/25/06,0.146,0.058,0.135,0.057,0.202,0.033,0.173,0.088,0.433,0.723,0.325
SSP,Consumer Discretionary,#REF!,7/24/06,0.134,0.05,0.116,0.048,0.208,0.028,0.162,0.095,0.461,0.762,0.262
SSP,Consumer Discretionary,#REF!,10/17/06,0.139,0.055,0.125,0.052,0.197,0.03,0.172,0.081,0.434,0.739,0.357
SSP,Consumer Discretionary,#REF!,1/30/07,0.141,0.051,0.131,0.049,0.189,0.025,0.158,0.079,0.473,0.763,0.333
SSP,Consumer Discretionary,#REF!,4/25/07,0.145,0.06,0.131,0.051,0.202,0.022,0.178,0.082,0.412,0.801,0.368
SSP,Consumer Discretionary,#REF!,7/24/07,0.143,0.062,0.127,0.061,0.199,0.032,0.169,0.082,0.394,0.723,0.346
SSP,Consumer Discretionary,#REF!,10/16/07,0.188,0.047,0.175,0.047,0.253,0.021,0.173,0.077,0.599,0.845,0.381
SSP,Consumer Discretionary,#REF!,10/25/07,0.153,0.06,0.139,0.056,0.2,0.031,0.178,0.076,0.438,0.733,0.404
SSP,Consumer Discretionary,#REF!,1/31/08,0.145,0.052,0.137,0.049,0.202,0.031,0.171,0.074,0.476,0.733,0.394
SSP,Consumer Discretionary,#REF!,4/24/08,0.147,0.067,0.136,0.061,0.193,0.028,0.171,0.066,0.372,0.75,0.445
SSP,Consumer Discretionary,#REF!,7/24/08,0.136,0.06,0.121,0.058,0.208,0.026,0.17,0.079,0.388,0.775,0.365
SSP,Consumer Discretionary,#REF!,11/7/08,0.154,0.07,0.147,0.069,0.205,0.032,0.191,0.061,0.376,0.732,0.519
SSP,Consumer Discretionary,#REF!,2/19/09,0.136,0.077,0.13,0.072,0.219,0.034,0.187,0.071,0.276,0.73,0.452
SSP,Consumer Discretionary,#REF!,5/4/09,0.142,0.078,0.134,0.077,0.183,0.03,0.173,0.065,0.293,0.718,0.452
SSP,Consumer Discretionary,#REF!,8/10/09,0.159,0.071,0.15,0.067,0.199,0.027,0.165,0.068,0.383,0.762,0.417
SSP,Consumer Discretionary,#REF!,11/5/09,0.147,0.059,0.137,0.057,0.197,0.031,0.193,0.076,0.43,0.729,0.432
SSP,Consumer Discretionary,#REF!,2/23/10,0.144,0.056,0.138,0.054,0.214,0.023,0.171,0.064,0.441,0.806,0.457
